numero_de_proyecto,clave_del_proyecto,fondo,id_entidad,entidad,id_municipio,municipio,proyecto,monto,pagado
2204,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,26,ROMITA,REHABILITACIÓN DE PAVIMENTO EN CALLE 5 DE FEBRERO TRAMO PASCUAL PEÑARANDA-NEGRETE EN ROMITA.,2500000,2472500
2205,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,27,SALAMANCA,"PAVIMENTACIÓN DE LA CALLE ESTADO DE COLIMA, EN LA COLONIA 18 DE MARZO, EN SALAMANCA, GUANAJUATO.",2000000,1978000
2206,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,27,SALAMANCA,"PRIMERA ETAPA DE LA CONSTRUCCIÓN DE CANCHA DE SOFTBOL EN LA DEPORTIVA NORTE, SALAMANCA, GUANAJUATO",4000000,3956000
2207,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,27,SALAMANCA,CAMINO VALTIERRILLA - PUERTO DE VALLE,5000000,4945000
2208,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,27,SALAMANCA,"PAVIMENTACIÓN DE LA CALLE NATIVIDAD, EN LA COLONIA NATIVITAS, SALAMANCA, GUANAJUATO.",1000000,989000
2209,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,27,SALAMANCA,"PARQUE DE CONVIVENCIA DEPORTIVA FAMILIAR ""LAS ESTANCIAS"", SALAMANCA, GTO.",2000000,1978000
2210,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,27,SALAMANCA,"PAVIMENTACIÓN DE LA CALLE JUÁREZ, EN LA LOCALIDAD DE EL CARMEN, BARRIO DE SAN ROQUE, SALAMANCA, GUANAJUATO",1750000,1730750
2211,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,27,SALAMANCA,"PAVIMENTACIÓN DE LA CALLE JUSTO ZÚÑIGA, EN LA LOCALIDAD DE ZAPOTE DE PALOMAS, EN SALAMANCA, GUANAJUATO",2750000,2719750
2212,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,28,SALVATIERRA,"REHABILITACIÓN DE INFRAESTRUCTURA EDUCATIVA EN LA “SECUNDARIA TÉCNICA NO. 2 “, CON C.C.T. 11DST0002M, UBICADO EN LA CALLE MORELOS NUM. 651, COL. CENTRO  EN EL MUNICIPIO DE SALVATIERRA, GTO.",500000,494500
2213,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,28,SALVATIERRA,"PAVIMENTACIÓN DE   LA CALLE MORELOS, EN LA COMUNIDAD DEL FENIX",1720673.83,1701746.42
2214,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,28,SALVATIERRA,"PAVIMENTACIÓN DE LA CALLE LÁZARO CÁRDENAS, EN CÓPORO, EN URIREO",2105784.83,2082621.19
2215,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,28,SALVATIERRA,"PAVIMENTACIÓN DE   PRIVADA GALEANA, ENTRE CALLE HIDALGO Y FINAL DE PRIVADA GALEANA  EN LA COMUNIDAD DE SAN NICOLÁS DE LOS AGUSTINOS",610760,604041.64
2216,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,28,SALVATIERRA,"CREACIÓN DE ÁREA DE DISTRIBUCIÓN DE 10 KVA 2 FASES, CALLE ADOLFO LÓPEZ MATEOS, POBLADO DE LOS GARCÍA, URIREO, MUNICIPIO DE SALVATIERRA, GTO.",244144.22,241458.64
2217,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,28,SALVATIERRA,"PAVIMENTACIÓN DE LA CALLE PASO DEL NORTE, EN LA COL. SAN CRISTÓBAL",2111855.77,2088625.35
2218,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,28,SALVATIERRA,PAVIMENTACIÓN DE LA CALLE FRANCISCO I MADERO ,1562781.34,1545590.75
2219,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,28,SALVATIERRA,"PAVIMENTACIÓN DE LA CALLE MORELOS, ENTRE CALLE CORREGIDORA Y CALLE BENITO JUÁREZ, EN LA COMUNIDAD DE SAN PEDRO DE LOS NARANJOS.",1728809.47,1709792.57
2220,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,28,SALVATIERRA,"PAVIMENTACIÓN DE   LA CALLE HIDALGO, EN LA COMUNIDAD DE LA ESQUINA",1324190.53,1309624.43
2221,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,28,SALVATIERRA,PAVIMENTACIÓN DE LA CALLE ZARAGOZA (ENTRE 5 DE FEBRERO Y REFORMA) EN LA COMUNIDAD DE URIREO.,1144000,1131416
2222,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,29,SAN DIEGO DE LA UNIÓN,"CONSTRUCCIÓN DE ARROYO, GUARNICIONES Y BANQUETAS 1ERA ETAPA EN CALLE ACEQUIA EN CABECERA MUNICIPAL DE SAN DIEGO DE LA UNIÓN, GTO.",2500000,2472500
2223,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,29,SAN DIEGO DE LA UNIÓN,CONSTRUCCIÓN DE CANCHA PARA PRÁCTICA DE FÚTBOL 7.,3500000,3461500
2224,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,29,SAN DIEGO DE LA UNIÓN,"CONSTRUCCIÓN DE ARROYO, GUARNICIONES Y BANQUETAS 1ERA ETAPA EN CALLE JUÁREZ EN CABECERA MUNICIPAL DE SAN DIEGO DE LA UNIÓN, GTO.",1500000,1483500
2225,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,30,SAN FELIPE,"PAVIMENTACIÓN DE LA CALLE MORELOS, EN LA CABECERA MUNICIPAL TRAMO CALLE MATAMOROS A JARDIN MORELOS, SAN FELIPE, GTO.",3000000,2967000
2226,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,32,SAN JOSÉ ITURBIDE,"URBANIZACIÓN DE CALLE, GUARNICIONES Y BANQUETAS, JORGE GUTIÉRREZ, COLONIA PEÑA TAURINA, SAN JOSÉ ITURBIDE, GTO. ",1000000,989000
2227,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,32,SAN JOSÉ ITURBIDE,"URBANIZACIÓN DE CALLE JUSTO SIERRA, COLONIA EL FRESNO, 1ER ETAPA.  EL CAPULÍN, SAN JOSÉ ITURBIDE, GTO.",1650000,1631850
2228,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,32,SAN JOSÉ ITURBIDE,"CONSTRUCCIÓN DE CENTRO CULTURAL ""JUAN IGNACIO TORRES LANDA GARCÍA"" CABECERA MUNICIPAL, SAN JOSÉ ITURBIDE, GTO.",3850000,3807650
2229,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,33,SAN LUIS DE LA PAZ,CONSTRUCCIÓN DE CANCHA DE USOS MÚLTIPLES DE LA COMUNIDAD DE LOURDES (ESTACIÓN DE LOURDES),1059447.97,1047794.04
2230,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,33,SAN LUIS DE LA PAZ,PAVIMENTACIÓN DE PAVIMENTACIÓN DE CALLE FRIJOL COL. LA ESPIGA,641065.87,634014.15
2231,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,33,SAN LUIS DE LA PAZ,ALUMBRADO PARA EL ACCESO A LAS COMUNIDADES DE VALLE DE GUADALUPE Y EX HACIENDA DE SANTA ANA (SANTA ANA Y LOBOS),300679.28,297371.81
2232,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,33,SAN LUIS DE LA PAZ,CONSTRUCCIÓN DE CANCHA DE USOS MÚLTIPLES DE PRÁCTICAS DE LA CALLE RÍO BALSAS EN LA COLONIA LÁZARO CÁRDENAS,937415.97,927104.39
2233,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,33,SAN LUIS DE LA PAZ,PAVIMENTACIÓN DE LA CALLE LIC. VERDAD. COL. LOS PINOS,1061390.91,1049715.61
2234,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,34,SANTA CATARINA,PAVIMENTACIÓN DE CALLE PRINCIPAL LOCALIDAD LA RUSIA,1000000,989000
2235,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,36,SANTIAGO MARAVATÍO,PAVIMENTACIÓN DE LA CALLE SANTIAGO MARAVATIO ,1154949.5,1142245.06
2236,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,36,SANTIAGO MARAVATÍO,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO EN LA  CALZADA INDEPENDENCIA, CABECERA MUNICIPAL, SANTIAGO MARAVATIO GTO. ",2160000,2136240
2237,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,36,SANTIAGO MARAVATÍO,REHABILITACION DE LA UNIDAD DEPORTIVA 1ER ETAPA.,3488393.79,3450021.46
2238,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,36,SANTIAGO MARAVATÍO,PAVIMENTACION CON CONCRETO HIDRAULICO EN LA CALLE ALDAMA 1RA. ETAPA.,1356656.71,1341733.48
2239,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,36,SANTIAGO MARAVATÍO,"PRIMERA ETAPA DE PAVIMENTACION CALLE INDEPENDENCIA, COMUNIDAD HERMOSILLO, SANTIAGO MARAVATIO, GUANAJUATO. ",1640000,1621960
2240,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,37,SILAO DE LA VICTORIA,CONSTRUCCIÓN DE SISTEMA DE DRENAJE SANITARIO TERCERA ETAPA,7000000,6923000
2241,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,37,SILAO DE LA VICTORIA,"RESTAURACIÓN DEL ANTIGUO CUARTEL VENUSTIANO CARRANZA ""CASA DE LA CULTURA"" DE SILAO GUANAJUATO.",3000000,2967000
2242,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,38,TARANDACUAO,“CONSTRUCCIÓN DE GRADAS CON TECHUMBRE PARA CANCHA DE FUTBOL 7 EN LA UNIDAD DEPORTIVA LAS GALERAS”,2345130.56,2319334.12
2243,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,38,TARANDACUAO,"PAVIMENTACIÓN DE LA CALLE DEPORTIVA EN LA COMUNIDAD DE LA PURÍSIMA, MPIO DE TARANDACUAO, GTO.",1404493.81,1389044.38
2244,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,38,TARANDACUAO,“CONSTRUCCIÓN DE ALUMBRADO PÚBLICO PARA EL BOULEVARD INSURGENTES (SALIDA A ACAMBARO)”,1082080.37,1070177.49
2245,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,38,TARANDACUAO,PAVIMENTACIÓN DE LA CALLE AMAPOLA (ENTRE GLADIOLAS Y COLON),1168295.26,1155444.01
2246,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,39,TARIMORO,"PAVIMENTACION A BASE DE PIEDRA AHOGADA EN CONCRETO  Y RODERAS DE CONCRETO CALLE 5 DE MAYO EN LA COMUNIDAD DE EL ACEBUCHE, MUNICIPIO DE TARIMORO, GTO.",2000000,1978000
2247,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,40,TIERRA BLANCA,PAVIMENTACION DE CALLE FRENTE AL JARDIN EN CABECERA MUNICIPAL,1000000,989000
2248,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,40,TIERRA BLANCA,CONSTRUCCIÓN DE TECHADO EN CANCHA DE USOS MULTIPLES EN LA LOCALIDAD DE PEÑA BLANCA UNO,500000,494500
2249,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,41,URIANGATO,"PAVIMENTACION DE LA CALLE JUAN ESCUTIA, EN LA COLONIA CENTRO DEL MUNICIPIO DE URIANGATO, GTO.",2427704.75,2401000
2250,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,41,URIANGATO,"PAVIMENTACION DE LA CALLE JUAN DE LA BARRERA, EN LA COLONIA CENTRO DEL MUNICIPIO DE URIANGATO, GTO.",1572295.25,1555000
2251,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,42,VALLE DE SANTIAGO,RED DE DRENAJE SANITARIO CALLE PIPILA EN LA LOCALIDAD DE POZO DE AROSTEGUI,2150445.67,2126790.76
2252,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,42,VALLE DE SANTIAGO,"CONSTRUCCION DE LINEA DE CONDUCCION, TANQUE Y RED DE DISTRIBUCION EN LA LOCALIDAD DE SAN ISIDRO DEL PITAHAYO",2349554.32,2323709.23
2253,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,43,VICTORIA,CONSTRUCCION DE COCINA-COMEDOR EN LA UNIVERSIDAD TECNOLOGICA DEL NORTE DE GUANAJUATO(UTNG) ,1166891.79,1154055.98
2254,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,43,VICTORIA,"PAVIMENTACIÓN DE CALLE PRINCIPAL A BASE DE HUELLAS DE CONCRETO Y PIEDRA BOLA, EN LA COMUNIDAD DE  CIENEGUILLA TRAMO A CARRETERA VICTORIA-SAN LUIS DE LA PAZ ",833108.21,823944.02
2255,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,44,VILLAGRÁN,"PAVIMENTACION DE ARROYO, GUARNICIONES Y BANQUETAS EN CALLE 5 DE FEBRERO ENTRE CALLE M. HIDALGO Y CALLE 5 DE MAYO CABECERA MUNICIPAL",964468.12,953858.97
2256,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,44,VILLAGRÁN,"PAVIMENTACION DE ARROYO, GUARNICIONES Y BANQUETAS EN CALLE 5 DE MAYO ENTRE CALLE B. JUAREZ Y CALLE 5 DE FEBRERO CABECERA MUNICIPAL",786958.43,778301.89
2257,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,44,VILLAGRÁN,"PAVIMENTACION DE ARROYO, GUARNICIONES Y BANQUETAS EN CALLE M. MATAMOROS ENTRE CALLE M. HIDALGO Y CALLE V. GUERRERO CABECERA MUNICIPAL",1061827.72,1050147.61
2258,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,44,VILLAGRÁN,"PAVIMENTACION DE ARROYO, GUARNICIONES Y BANQUETAS EN CALLE 16 DE SEPTIEMBRE ENTRE CALLE AV. DEL FERROCARRIL Y CALLE MORELOS CABECERA MUNICIPAL",544012.4,538028.26
2259,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,44,VILLAGRÁN,"PAVIMENTACION DE ARROYO, GUARNICIONES Y BANQUETAS EN CALLE AGUSTIN MELGAR ENTRE CALLE FCO MARQUEZ Y CALLE ESTRELLA COL. NIÑOS HEROES CABECERA MUNICIPAL",1142733.33,1130163.27
2260,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,44,VILLAGRÁN,"CONSTRUCCIÓN DE INFRAESTRUCTURA EDUCATIVA EN LA ESCUELA TELESECUNDARIA NÚM. 462 CON C.C.T. 11ETV0474O,  UBICADA EN LA LOCALIDAD “EL CHINACO (EL PUJIDO)”, EN EL MUNICIPIO DE VILLAGRÁN, GTO.",4930000,4875770
2261,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,45,XICHÚ,"PAVIMENTACION DE CALLE  SUBIDA A PIE DE LA CUESTA  A BASE DE EMPEDRADO 1RA ETAPA, EN LA COMUNIDAD DE MISION DE SANTA ROSA",1000000,989000
2262,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,46,YURIRIA,"PAVIMENTACIÓN A BASE DE CONCRETO HIDRÁULICO EN LA CALLE ESTRELLA DE LA MAÑANA PRIMERA ETAPA, EN LA COLONIA LA ALDEA, MUNICIPIO DE YURIRIA, GTO.",658954.97,651706.47
2263,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,46,YURIRIA,"PAVIMENTACIÓN A BASE DE CONCRETO HIDRÁULICO EN LA CALLE LUIS DONALDO COLOSIO, COLONIA LA ALDEA, MUNICIPIO DE YURIRIA, GTO.",1341045.03,1326293.53
2264,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,9999,COBERTURA ESTATAL,,0.03,0
2265,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO  ANDADOR IGNACIO ALLENDE, COL. VICENTE GUERRERO EN ACAPULCO DE JUÁREZ",500000,494500
2266,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,TECHUMBRE EN CALLE EJIDO DOS ARROYOS ENTRE ANDADOR EJIDO DE CHAUTLA Y ANDADOR LAS COMPUERTAS EN COLONIA RENACIMIENTO EN ACAPULCO DE JUÁREZ,800000,791200
2267,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,TECHUMBRE DE CANCHA DE USOS MÚLTIPLES DE BACHILLERES EN LA COMUNIDAD DE AGUA CALIENTE EN ACAPULCO DE JUÁREZ,800000,791200
2268,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,"TECHADO DE CANCHA DE USOS MÚLTIPLES EN FRACCIONAMIENTO MIRAMAR EN ACAPULCO DE JUÁREZ, GUERRERO",800000,791200
2269,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,TECHUMBRE DE LA ESCUELA TELESECUNDARIA MOCTEZUMA EN CALLE MOCTEZUMA S/N EN COL 5 DE MAYO (LA MÁQUINA) EN ACAPULCO DE JUÁREZ,800000,791200
2270,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,"CONSTRUCCIÓN DE 5 TECHUMBRES EN LA CIUDAD Y PUERTO DE ACAPULCO DE JUÁREZ (NUEVO PUERTO MARQUÉS,	 E.P. AQUILES SERDÁN, E.P. GUADALUPE VICTORIA, J.N. FEDERICO FROEBEL, E.P. PLAN DE AYUTLA)",4620000,4569180
2271,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,REHABILITACIÓN DE LA UNIDAD DEPORTIVA EN EL KM 30 DEL MUNICIPIO DE ACAPULCO DE JUÁREZ,1500000,1483500
2272,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,"CONSTRUCCIÓN Y REHABILITACIÓN DE ANDADORES EN ACAPULCO (ANDADOR PAROTAS EN LA COL. PAROTAS, ANDADOR LIMONCITO EN LA COL. PARAÍSO  Y ANDADOR GIRASOLES EN LA COL. BRISA DEL MAR)",2900000,2868100
2273,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,"CONSTRUCCIÓN Y REHABILITACIÓN DE 4 PARQUES RECREATIVOS EN LA CIUDAD DE ACAPULCO DE JUÁREZ (PARQUE CIRCUITO INTERIOR EN LA COL. RENACIMIENTO , PARQUE EJIDAL ICACOS EN COL. ICACOS, PARQUE LA LAJA EN LA COL LA LAJA Y PARQUE TRES PALOS EN LA LOCALIDAD DE TRES PALOS)",5820000,5755980
2274,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE 3 CALLES DEL MUNICIPIO DE ACAPULCO DE JUÁREZ (CALLE CUMBRES COL. LOS ÓRGANOS, CALLE 8 DE MAYO COL. AMPLIACIÓN SILVESTRE CASTRO, CALLE NUEVO HORIZONTE EN LA COL. PRINCIPAL)",3000000,2967000
2275,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,PAVIMENTACIÓN DE LA CALLE AGRÍCOLA MLITAR EN COLONIA RENACIMIENTO SECTOR 2 DE ACAPULCO DE JUÁREZ,1000000,989000
2276,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,TECHUMBRE ESCUELA PRIMARIA NEZAHUALCÓYOTL EN LA COLONIA ALTA ICACOS  EN ACAPULCO DE JUÁREZ,800000,791200
2277,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO EN CALLE 1, COL. CENTRO, EN ACAPULCO DE JUÁREZ",1000000,989000
2278,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,PAVIMENTACIÓN DE LA CALLE 25 (ENTRE CALLE 18 Y 24) DE LA COLONIA EMILIANO ZAPATA EN ACAPULCO DE JUÁREZ,800000,791200
2279,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO EN ANDADOR VICENTE GUERRERO, COL. AMPLIACIÓN EMILIANO ZAPATA EN ACAPULCO DE JUÁREZ",400000,395600
2280,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,PAVIMENTACIÓN CALLE BILINGÜE EN COLONIA BILINGÜE EN ACAPULCO DE JUÁREZ,800000,791200
2281,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE MARGARITA MAZA DE JUÁREZ EN COLONIA JOSÉ LÓPEZ PORTILLO EN ACAPULCO DE JUÁREZ,1000000,989000
2282,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE LA CALLE MOCTEZUMA ESQ MIGUEL ALLENDE EN COLONIA AMPLIACIÓN LIBERTAD EN ACAPULCO DE JUÁREZ,1000000,989000
2283,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE  CALLE CERRADA LA QUEBRADA EN COLONIA ARROYO SECO EN ACAPULCO DE JUÁREZ,1000000,989000
