Número_de_proyecto,clave_del_proyecto,fondo,id_entidad,entidad,id_municipio,municipio,proyecto,monto,pagado
1155,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,97,TLAJOMULCO DE ZÚÑIGA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO ,   RED DE AGUA POTABLE Y DERENAJE SANITARIO EN LA CALLE 5 DE MAYO DE LA LOCALIDAD DE CUEXCOMATITLÁN ,   EN EL MUNICIPIO DE TLAJOMULCO DE ZÚÑIGA ,   JALISCO.","$4,300,000.00",0
1156,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,67,PUERTO VALLARTA,"PAVIMENTACIÓN CON EMPEDRADO AHOGADO EN MORTERO Y HUELLAS DE CONCRETO EN EL CAMINO EL JORULLO - LOS LLANITOS ,   EN EL MUNICIPIO DE PUERTO VALLARTA ,   JALISCO.","$7,750,000.00",0
1157,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,67,PUERTO VALLARTA,"PAVIMENTACIÓN CON EMPEDRADO AHOGADO EN MORTERO Y HUELLAS DE CONCRETO EN LA CALLE ABASOLO ,   EN EL MUNICIPIO DE PUERTO VALLARTA ,   JALISCO.","$4,775,000.00",0
1158,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,10,JALPA DE MÉNDEZ,PAVIMENTACIÓN CON MEZCLA ASFALTICA EN LA RANCHERIA EL RIO. DE JALPA DE MÉNDEZ EN EL ESTADO DE TABASCO,"$2,000,000.00",0
1159,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,4,CENTRO,"PAVIMENTACIÓN CON MEZCLA ASFÁLTICA EN RA. GONZÁLEZ 3RA. SECCIÓN EN EL MUNICIPIO DE CENTRO ,   TABASCO","$2,431,650.00",0
1160,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,10,JALPA DE MÉNDEZ,"PAVIMENTACIÓN CON MEZCLA ASFÁLTICA TRAMO LA GUADALUPE ,   RANCHERÍA MECOACÁN 2DA. SECCIÓN (SAN LORENZO) DE JALPA DE MÉNDEZ EN EL ESTADO DE TABASCO","$2,000,000.00",0
1161,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,72,HUAYACOCOTLA,"PAVIMENTACIÓN CONCRETO ASFÁLTICO CALLE PRINCIPAL EJIDO LA SELVA ,   EN EL MUNICIPIO DE HUAYACOCOTLA ,   EN EL ESTADO DE VERACRUZ","$5,000,000.00",0
1162,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,420,SANTA MARÍA LACHIXÍO,"PAVIMENTACIÓN CONCRETO HIDRÁULICO CALLE HIDALGO ,   EN EL MUNICIPIO DE SANTA MARÍA LACHIXÍO ,   EN EL ESTADO DE OAXACA","$2,000,000.00",0
1163,U128,PROYECTOS DE DESARROLLO REGIONAL,11,GUANAJUATO,18,JARAL DEL PROGRESO,"PAVIMENTACIÓN DE ARROYO GUARNICIONES Y BANQUETAS EN LA CALLE NETZAHUALCOYOTL ,   RAFAEL ZEPEDA Y VICENTE GUERRERO ,   EN EL MUNICIPIO DE JARAL DEL PROGRESO ,   EN EL ESTADO DE GUANAJUATO","$1,300,000.00",0
1164,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,32,HIDALGO DEL PARRAL,"PAVIMENTACION DE AV INDEPENDENCIA ,   EN EL MUNICIPIO DE HIDALGO DEL PARRAL ,   EN EL ESTADO DE CHIHUAHUA","$10,000,000.00",0
1165,U128,PROYECTOS DE DESARROLLO REGIONAL,25,SINALOA,17,SINALOA,"PAVIMENTACIÓN DE BOULEVARD ISIDRO RAMOS SALMERÓN CON CONCRETO HIDRÁULICO EN LA LOCALIDAD DE RUIZ CORTINES NÚMERO UNO EN EL MUNICIPIO DE SINALOA ,   EN SINALOA","$6,000,000.00",0
1166,U128,PROYECTOS DE DESARROLLO REGIONAL,29,TLAXCALA,59,SANTA CRUZ QUILEHTLA,"PAVIMENTACIÓN DE CALLE 16 DE SEPTIEMBRE CON ADOCRETO ,   EN EL MUNICIPIO DE SANTA CRUZ QUILEHTLA ,   EN EL ESTADO DE TLAXCALA","$4,650,943.00",0
1167,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,8,HUIMANGUILLO,"PAVIMENTACIÓN DE CALLE A BASE DE MEZCLA ASFÁLTICA EN FRIO EN LA COL. ARBOLEDA (RA. RIO SECO Y MONTAÑA 2DA. SECCIÓN) ,   EN EL MUNICIPIO DE HUIMANGUILLO ,   EN EL ESTADO DE TABASCO","$2,000,000.00",0
1168,U128,PROYECTOS DE DESARROLLO REGIONAL,11,GUANAJUATO,29,SAN DIEGO DE LA UNIÓN,"PAVIMENTACION DE CALLE ALLENDE  ,   EN EL MUNICIPIO DE SAN DIEGO DE LA UNIÓN ,   EN EL ESTADO DE GUANAJUATO","$1,790,000.00",0
1169,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,128,PEROTE,"PAVIMENTACIÓN DE CALLE CAROLINO ANAYA ,   ENTRE CALLE MIGUEL ALEMAN Y CALLE PEDRO ANZURES ,   COLONIA EL SABINAL EN PEROTE ,   VERACRUZ","$917,280.00",0
1170,U128,PROYECTOS DE DESARROLLO REGIONAL,13,HIDALGO,28,HUEJUTLA DE REYES,"PAVIMENTACIÓN DE CALLE DE ACCESO A LA CLÍNICA EN EL MUNICIPIO DE HUEJUTLA DE REYES ,   HIDALGO","$1,535,288.00",0
1171,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,32,HIDALGO DEL PARRAL,"PAVIMENTACION DE CALLE DE LA BONDAD COL. FEDERICO PIÑON  ,   EN EL MUNICIPIO DE HIDALGO DEL PARRAL ,   EN EL ESTADO DE CHIHUAHUA","$1,000,000.00",0
1172,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,32,HIDALGO DEL PARRAL,"PAVIMENTACION DE CALLE DE LA GLORIA COL. FEDERICO PIÑON  ,   EN EL MUNICIPIO DE HIDALGO DEL PARRAL ,   EN EL ESTADO DE CHIHUAHUA","$1,000,000.00",0
1173,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,32,HIDALGO DEL PARRAL,"PAVIMENTACION DE CALLE DEL RAYO  ,   EN EL MUNICIPIO DE HIDALGO DEL PARRAL ,   EN EL ESTADO DE CHIHUAHUA","$2,400,000.00",0
1174,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,32,ERONGARÍCUARO,"PAVIMENTACIÓN DE CALLE EN EL MUNICIPIO DE ERONGARÍCUARO ,   MICHOACÁN","$987,528.00",0
1175,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,21,TETECALA,"PAVIMENTACIÓN DE CALLE EN TETECALA EN EL MUNICIPIO DE TETECALA ,   MORELOS","$2,730,000.00",0
1176,U128,PROYECTOS DE DESARROLLO REGIONAL,22,QUERÉTARO,2,PINAL DE AMOLES,"PAVIMENTACION DE CALLE ESCOBEDO 2 DA ETAPA ,   EN EL MUNICIPIO DE PINAL DE AMOLES ,   EN EL ESTADO DE QUERÉTARO","$1,500,000.00",0
1177,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,183,TLAPACOYAN,"PAVIMENTACIÓN DE CALLE FRANCISCO GONZALEZ BOCA NEGRA ENTRE CALLE MORELOS Y CONSTITUYENTES COLONIA FRANCISCO GOZALEZ BOCA NEGRA EN TLAPACOYAN ,   VERACRUZ","$2,000,000.00",0
1178,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,99,TUZANTLA,"PAVIMENTACIÓN DE CALLE FRANCISCO VILLA ,   EN EL MUNICIPIO DE TUZANTLA ,   EN EL ESTADO DE MICHOACÁN","$820,036.00",0
1179,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,128,PEROTE,"PAVIMENTACIÓN DE CALLE INDEPENDENCIA ,   ENTRE CALLE INSURGENTES Y CALLE VERACRUZ ,   COLONIA JUSTO SIERRA EN PEROTE ,   VERACRUZ","$1,216,800.00",0
1180,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,32,HIDALGO DEL PARRAL,"PAVIMENTACION DE CALLE JESUS MORENO VACA ,   COL. GOMEZ MORIN  ,   EN EL MUNICIPIO DE HIDALGO DEL PARRAL ,   EN EL ESTADO DE CHIHUAHUA","$1,000,000.00",0
1181,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,82,TACÁMBARO,"PAVIMENTACIÓN DE CALLE JOSÉ MARÍA MORELOS EN EL MUNICIPIO DE TACÁMBARO ,   EN EL ESTADO DE MICHOACÁN","$689,542.00",0
1182,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,32,HIDALGO DEL PARRAL,"PAVIMENTACION DE CALLE JULIAN CARRILLO ,   COL. GOMEZ MORIN  ,   EN EL MUNICIPIO DE HIDALGO DEL PARRAL ,   EN EL ESTADO DE CHIHUAHUA","$1,000,000.00",0
1183,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,24,TLALTETELA,"PAVIMENTACIÓN DE CALLE LOS ROSALES LOCALIDAD RINCON DE POXTLA EN TLALTETELA ,   VERACRUZ","$2,180,000.00",0
1184,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,182,TLALNELHUAYOCAN,"PAVIMENTACIÓN DE CALLE LUIS DONALDO COLOSIIO EN TLALNELHUAYOCAN ,   VERACRUZ","$765,000.00",0
1185,U128,PROYECTOS DE DESARROLLO REGIONAL,11,GUANAJUATO,40,TIERRA BLANCA,"PAVIMENTACIÓN DE CALLE MIGUEL HIDALGO 2A ETAPA CABECERA MUNICIPAL ,   EN TIERRA BLANCA EN EL ESTADO DE GUANAJUATO","$1,300,000.00",0
1186,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,32,HIDALGO DEL PARRAL,"PAVIMENTACION DE CALLE OCTAVIO PAZ COL. GOMEZ MORIN  ,   EN EL MUNICIPIO DE HIDALGO DEL PARRAL ,   EN EL ESTADO DE CHIHUAHUA","$1,000,000.00",0
1187,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,182,TLALNELHUAYOCAN,"PAVIMENTACIÓN DE CALLE PRIMERA PRIVADA MIGUEL HIDALGO EN TLALNELHUAYOCAN ,   VERACRUZ","$870,000.00",0
1188,U128,PROYECTOS DE DESARROLLO REGIONAL,11,GUANAJUATO,40,TIERRA BLANCA,"PAVIMENTACIÓN DE CALLE PRINCIPAL DE LA LOCALIDAD DE MONTE PRIETO ,   PRIMERA ETAPA ,   TIERRA BLANCA ,   GUANAJUATO","$5,000,000.00",0
1189,U128,PROYECTOS DE DESARROLLO REGIONAL,11,GUANAJUATO,29,SAN DIEGO DE LA UNIÓN,"PAVIMENTACIÓN DE CALLE PRINCIPAL EN LA LOCALIDAD DE CATALÁN DE REFUGIO (CATALANES) ,   SAN DIEGO DE LA UNIÓN ,   GUANAJUATO","$5,000,000.00",0
1190,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,182,TLALNELHUAYOCAN,"PAVIMENTACIÓN DE CALLE PRIVADA MIGUEL HIDALGO EN TLALNELHUAYOCAN ,   VERACRUZ","$408,000.00",0
1191,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,182,TLALNELHUAYOCAN,"PAVIMENTACIÓN DE CALLE RIO SORDO EN TLALNELHUAYOCAN ,   VERACRUZ","$408,000.00",0
1192,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,128,PEROTE,"PAVIMENTACIÓN DE CALLE SALVADOR GONZALES ,   ENTRE CALLE MIGUEL ALEMAN Y CALLE PEDRO ANZURES ,   COLONIA EL SABINAL EN PEROTE ,   VERACRUZ","$904,800.00",0
1193,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,182,TLALNELHUAYOCAN,"PAVIMENTACIÓN DE CALLE SANTA ISABEL COLONIA GUADALUPE VICTORIA EN TLALNELHUAYOCAN ,   VERACRUZ","$1,493,280.00",0
1194,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,182,TLALNELHUAYOCAN,"PAVIMENTACIÓN DE CALLE SANTA LUCIA COLONIA GUADALUPE VICTORIA EN TLALNELHUAYOCAN ,   VERACRUZ","$1,440,000.00",0
1195,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,182,TLALNELHUAYOCAN,"PAVIMENTACIÓN DE CALLE SEGUNDA PRIVADA JAZMIN EN TLALNELHUAYOCAN ,   VERACRUZ","$836,400.00",0
1196,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,163,TENOCHTITLÁN,"PAVIMENTACIÓN DE CALLE SILVERIO ABURTO EN LA COMUNIDAD DEL COLORADO ,   EN EL MUNICIPIO DE TENOCHTITLÁN ,   EN EL ESTADO DE VERACRUZ","$1,000,000.00",0
1197,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,32,HIDALGO DEL PARRAL,"PAVIMENTACION DE CALLE TEOFILO OLEA ,   COL. GOMEZ MORIN  ,   EN EL MUNICIPIO DE HIDALGO DEL PARRAL ,   EN EL ESTADO DE CHIHUAHUA","$1,000,000.00",0
1198,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,58,NEZAHUALCÓYOTL,"PAVIMENTACIÓN DE CALLES DE CALLE VERACRUZ A AV. CENTRAL Y DE AV. FFCC. DE LOS REYES A AV. FRANCISCO VILLA PRIMERA ETAPA ,   MUNICIPIO DE NEZAHUALCÓYOTL ,   MÉXICO","$8,640,000.00",0
1199,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,58,NEZAHUALCÓYOTL,"PAVIMENTACIÓN DE CALLES EN CUADRANTE DE AV. CENTRAL A AV. PERIFÉRICO Y DE BOSQUES DE LOS CONTINENTES A RIO DE LOS REMEDIOS ,   MUNICIPIO DE NEZAHUALCÓYOTL ,   MÉXICO","$8,470,000.00",0
1200,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,58,NEZAHUALCÓYOTL,"PAVIMENTACIÓN DE CALLES EN CUADRANTE DE AV. RIVA PALACIO A AV. ADOLFO LÓPEZ MATEOS Y DE AV. CHIMALHUACÁN A AV. BORDO DE XOCHIACA ,   MUNICIPIO DE NEZAHUALCÓYOTL ,   MÉXICO","$11,400,000.00",0
1201,U128,PROYECTOS DE DESARROLLO REGIONAL,31,YUCATÁN,85,TEMOZÓN,"PAVIMENTACIÓN DE CALLES VARIAS EN EL MUNICIPIO DE TEMOZÓN ,   YUCATÁN.","$2,800,122.00",0
1202,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,8,HUIMANGUILLO,"PAVIMENTACION DE CAMINO A BASE DE MEZCLA ASFÁLTICA EN FRIO EN LA RA. PEDREGALITO 1ERA SECCIÓN ,   EN EL MUNICIPIO DE HUIMANGUILLO ,   EN EL ESTADO DE TABASCO","$2,500,000.00",0
1203,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,8,HUIMANGUILLO,"PAVIMENTACIÓN DE CAMINO A BASE DE MEZCLA ASFÁLTICA EN FRIO Y CONSTRUCCIÓN DE OBRAS DE DRENAJE MENOR EN EL EJ. AGAPITO DOMÍNGUEZ C. ,   EN EL MUNICIPIO DE HUIMANGUILLO ,   EN EL ESTADO DE TABASCO","$2,500,000.00",0
1204,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,93,TEPATITLÁN DE MORELOS,"PAVIMENTACIÓN DE CAMINO A SANTA BÁRBARA EN EL MUNICIPIO DE TEPATITLÁN DE MORELOS ,   JALISCO","$5,000,000.00",0
1205,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,8,HUIMANGUILLO,"PAVIMENTACIÓN DE CAMINOS A BASE DE MEZCLA ASFÁLTICA EN EL MUNICIPIO DE HUIMANGUILLO ,   TABASCO","$21,500,000.00",0
1206,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,10,JALPA DE MÉNDEZ,"PAVIMENTACIÓN DE CAMINOS A BASE DE MEZCLA ASFÁLTICA EN EL MUNICIPIO DE JALPA DE MÉNDEZ ,   TABASCO","$20,000,000.00",0
1207,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,12,MACUSPANA,"PAVIMENTACIÓN DE CAMINOS CON MEZCLA ASFALTICO EN CALIENTE EN EL MUNICIPIO DE MACUSPANA ,   TABASCO.","$9,000,000.00",0
1208,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,85,TANGANCÍCUARO,"PAVIMENTACIÓN DE CARPETA ASFÁLTICA DE LA CALLE PRINCIPAL DE LA LOCALIDAD EL NUEVO SAUZ DE GUZMÁN  ,   EN EL MUNICIPIO DE TANGANCÍCUARO ,   MICHOACÁN","$998,987.00",0
1209,U128,PROYECTOS DE DESARROLLO REGIONAL,11,GUANAJUATO,20,LEÓN,"PAVIMENTACIÓN DE CARRILES LATERALES DEL BOULEVARD JUAN ALONSO DE TORRES ,   ACCESO A CALLES DE LA COLONIA PRESIDENTES DE MÉXICO DEL BOULEVARD HILARIO MEDINA A BOULEVARD VASCO DE QUIROGA EN LEÓN ,   GUANAJUATO","$5,098,750.00",0
1210,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,26,CONCEPCIÓN DE BUENOS AIRES,"PAVIMENTACIÓN DE CONCEPTCIÓN DE BUENOS ,   EN EL MUNICIPIO DE CONCEPCIÓN DE BUENOS AIRES ,   EN EL ESTADO DE JALISCO","$3,000,000.00",0
1211,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,103,VENUSTIANO CARRANZA,"PAVIMENTACIÓN DE CONCRETO EN LA CALLE SAN JUAN EN LA LOCALIDAD DE LA SÁBILA EN VENUSTIANO CARRANZA ,   MICHOACÁN","$1,198,756.00",0
1212,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,44,JIMÉNEZ,"PAVIMENTACIÓN DE CONCRETO ASFÁLTICO EN CALLE PRINCIPAL DE LA ESTACIÓN ,   EN EL MUNICIPIO DE JIMÉNEZ ,   EN EL ESTADO DE MICHOACÁN","$3,000,000.00",0
1213,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,62,PAJACUARÁN,"PAVIMENTACIÓN DE CONCRETO DE LA CALLE ALLENDE ,   EN EL MUNICIPIO DE PAJACUARÁN ,   EN EL ESTADO DE MICHOACÁN","$4,111,469.00",0
1214,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,94,TLAZAZALCA,"PAVIMENTACION DE CONCRETO HIDRÁULICO CALLE ALDAMA ,   EN EL MUNICIPIO DE TLAZAZALCA ,   EN EL ESTADO DE MICHOACÁN","$800,000.00",0
1215,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,9,HUITZILAC,"PAVIMENTACION DE CONCRETO HIDRAULICO CALLE ALLENDE ,   HUITZILAC ,   MORELOS.","$1,377,687.00",0
1216,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,9,HUITZILAC,"PAVIMENTACION DE CONCRETO HIDRAULICO CALLE ITURBIDE COL. TRES MARIAS ,   HUITZILAC ,   MORELOS.","$2,195,952.00",0
1217,U128,PROYECTOS DE DESARROLLO REGIONAL,13,HIDALGO,71,TLAHUILTEPA,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO CALLE PRINCIPAL  "" ACAPA ""   ,    EN EL MUNICIPIO DE TLAHUILTEPA ,   EN EL ESTADO DE HIDALGO","$3,600,000.00",0
1218,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,4,CENTRO,"PAVIMENTACION DE CONCRETO HIDRÁULICO DE CALLE PRINCIPAL Y CONSTRUCCIÓN DE GUARNICIONES Y BANQUETAS ,   RA. MIRAMAR T.S.  ,   EN EL MUNICIPIO DE CENTRO ,   EN EL ESTADO DE TABASCO","$3,607,846.00",0
1219,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,17,CONTEPEC,"PAVIMENTACION DE CONCRETO HIDRÁULICO DE LA AVENIDA JUÁREZ ,   EN EL MUNICIPIO DE CONTEPEC ,   EN EL ESTADO DE MICHOACÁN","$2,995,645.00",0
1220,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,64,FRANCISCO Z. MENA,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO DE LA CALLE 5 DE MAYO DE LA LOCALIDAD PALMA REAL DE ADENTRO EN EL MUNICIPIO DE FRANCISCO Z. MENA ,   PUEBLA","$3,000,000.00",0
1221,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,73,QUIROGA,"PAVIMENTACION DE CONCRETO HIDRÁULICO EN CALLE CERRO DE LAS ROSAS EN CABECERA MUNICIPAL ,   EN EL MUNICIPIO DE QUIROGA ,   EN EL ESTADO DE MICHOACÁN","$1,200,000.00",0
1222,U128,PROYECTOS DE DESARROLLO REGIONAL,32,ZACATECAS,22,JUAN ALDAMA,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO EN CALLE IDELFONSO VALENCIANA Y BLVD. LUIS CARO EN JUAN ALDAMA ,   ZACATECAS","$5,841,180.00",0
1223,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,352,SAN SIMÓN ZAHUATLÁN,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO EN EL MUNICIPIO DE SAN SIMÓN ZAHUATLÁN ,   OAXACA","$2,000,000.00",0
1224,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,4,CENTRO,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO GUARNICIONES Y BANQUETA EN RA. ANACLETO CANABAL 1A SECCIÓN EN MUNICIPIO CENTRO ,   TABASCO","$2,136,943.00",0
1225,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,60,NUMARÁN,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO Y SERVICIOS EN CALLE PRINCIPAL ,   EN LA LOCALIDAD DE LA UNIÓN (UNIÓN DE GUADALUPE) ,   MUNICIPIO DE NUMARÁN ,   MICHOACÁN","$2,456,321.00",0
1226,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,111,ZIRACUARETIRO,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO ,   DRENAJE ,   COLECTOR PLUVIAL Y LUMINARIAS DE LA AVENIDA LÁZARO CÁRDEAS (1.6KM) EN ZIRACUARETIRO ,   MICHOACÁN","$2,985,655.00",0
1227,U128,PROYECTOS DE DESARROLLO REGIONAL,2,BAJA CALIFORNIA,3,TECATE,PAVIMENTACIÓN DE DIVERSAS CALLES EN LA CIUDAD DE TECATE EN EL ESTADO DE BAJA CALIFORNIA,"$10,037,971.00",0
1228,U128,PROYECTOS DE DESARROLLO REGIONAL,11,GUANAJUATO,20,LEÓN,"PAVIMENTACIÓN DE DIVERSOS TRAMOS DE CARRILES LATERALES DEL BOULEVARD JUAN ALONSO DE TORRES ,   ACCESO A CALLES DE LA COLONIA PRESIDENTES DE MÉXICO EN LEÓN ,   GUANAJUATO","$5,098,750.00",0
1229,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,93,TEPATITLÁN DE MORELOS,"PAVIMENTACIÓN DE LA AVENIDA CARNICERITO ,   EN EL MUNICIPIO DE TEPATITLÁN DE MORELOS ,   JALISCO.","$9,700,000.00",0
1230,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,52,LÁZARO CÁRDENAS,"PAVIMENTACION DE LA AVENIDA LÁZARO CÁRDENAS ,   EN LA LOCALIDAD DE BUENOS AIRES ,   EN EL MUNICIPIO DE LÁZARO CÁRDENAS ,   MICHOACÁN","$2,120,800.00",0
1231,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,63,OCOTLÁN,"PAVIMENTACIÓN DE LA AVENIDA UNIVERSIDAD (TERCERA ETAPA) ,   EN EL MUNICIPIO DE OCOTLÁN ,   JALISCO.","$10,000,000.00",0
1232,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,52,LÁZARO CÁRDENAS,"PAVIMENTACIÓN DE LA CALLE CHICOS ,   DE LA LOCALIDAD DE LAS GUACAMAYAS ,   EN EL MUNICIPIO DE LÁZARO CÁRDENAS ,   MICHOACÁN","$1,166,590.00",0
1233,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,8,AQUILA,"PAVIMENTACION DE LA CALLE COFRADÍA DE OSTULA ,   EN EL MUNICIPIO DE AQUILA ,   EN EL ESTADO DE MICHOACÁN","$1,986,465.00",0
1234,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,82,TACÁMBARO,"PAVIMENTACIÓN DE LA CALLE DETRÁS DE LA CENTRAL EN EL MUNICIPIO DE TACÁMBARO ,   EN EL ESTADO DE MICHOACÁN","$1,245,874.00",0
1235,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,209,TATAHUICAPAN DE JUÁREZ,"PAVIMENTACIÓN DE LA CALLE EMILIANO ZAPATA ENTE JUSTO SIERRA Y FRANCISCO I. MADERO ,   BARRIO SEGUNDO ,   EN EL MUNICIPIO DE TATAHUICAPAN DE JUÁREZ ,   EN EL ESTADO DE VERACRUZ","$1,900,000.00",0
1236,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,29,YAUTEPEC,"PAVIMENTACION DE LA CALLE EMILIANO ZAPATA ,   (DRENAJE ,   GUARNICIONES ,   PAVIMENTACION Y ALUMBRADO PUBLICO). ,   EN EL MUNICIPIO DE YAUTEPEC ,   EN EL ESTADO DE MORELOS","$1,500,000.00",0
1237,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,76,SAN MARTÍN DE BOLAÑOS,"PAVIMENTACIÓN DE LA CALLE EN EL MUNICIPIO DE SAN MARTÍN DE BOLAÑOS ,   JALISCO","$1,000,000.00",0
1238,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,32,ZACUALPAN DE AMILPAS,"PAVIMENTACIÓN DE LA CALLE FRANCISCO I MADERO DE LA COMUNIDAD DE TLACOTEPEC ,   EN EL MUNICIPIO DE ZACUALPAN DE AMILPAS ,   EN EL ESTADO DE MORELOS","$1,000,000.00",0
1239,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,6,APATZINGÁN,"PAVIMENTACION DE LA CALLE FRANCISCO VÁZQUEZ ,   EN EL MUNICIPIO DE APATZINGÁN ,   EN EL ESTADO DE MICHOACÁN","$4,987,523.00",0
1240,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,52,LÁZARO CÁRDENAS,"PAVIMENTACION DE LA CALLE FRESA  ,   EN EL MUNICIPIO DE LÁZARO CÁRDENAS ,   EN EL ESTADO DE MICHOACÁN","$1,161,456.00",0
1241,U128,PROYECTOS DE DESARROLLO REGIONAL,11,GUANAJUATO,39,TARIMORO,"PAVIMENTACIÓN DE LA CALLE GENERAL AMARO ,   MUNICIPIO DE TARIMORO ,   GUANAJUATO","$1,229,205.00",0
1242,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,82,TACÁMBARO,"PAVIMENTACIÓN DE LA CALLE INSURGENTES DEL MUNICIPIO DE TACÁMBARO ,   EN EL ESTADO DE MICHOACÁN","$998,654.00",0
