key,name,ramo,unidad,state,lat,lng,advance,monto_total_inversion,ciclo,classification,ejercido
'14096360002,Santa Rita - Rosa de Castilla.,9,Centro SCT Michoacán,16,20,-101,27,30598795,2017,,0
'14096360003,Uringüitiro - Las Juntas de Enándiro.,9,Centro SCT Michoacán,16,19,-102,100,12423194,2017,,0
'14096360005,E.C. (Zitácuaro - Toluca) Km 89+000 - Boca de la Cañada - El Tigrito,9,Centro SCT Michoacán,16,19,-100,21,17082212,2017,,0
'14096360006,San Isidro - La Mojonera.,9,Centro SCT Michoacán,16,20,-102,70,37411358,2017,,6856765
'14096360009,Construcción De Camino  Del Entronque (Carretera Maravatio - Tlalpujahua) A El Huerfano (Municipio De Senguio).,9,Centro SCT Michoacán,16,20,-100,99,13809871,2017,,44404
'14096360012,E.C. (Huetamo - Churumuco) - Turitzio - Characuaro.,9,Centro SCT Michoacán,16,19,-101,100,28904801,2017,,0
'14096360013,La Guadalupe - Hoyo Del Aire.,9,Centro SCT Michoacán,16,19,-102,100,30621891,2017,,109784
'14096360016,Guacamayas - Juntas De Chapacaricuaro.,9,Centro SCT Michoacán,16,19,-101,61,22215878,2017,,0
'14096360017,Pueblo Nuevo - La Arpita.,9,Centro SCT Michoacán,16,20,-101,61,21419158,2017,,1930364
'14096360029,San Juanico - Chucandirán.,9,Centro SCT Michoacán,16,20,-102,100,18289997,2017,,0
'14096360031,Santa Cruz - E.C. (Puerta de Coenembo - Tzirandangatzio).,9,Centro SCT Michoacán,16,20,-102,57,25867793,2017,,0
'14096360032,Libramiento Zinapecuaro.,9,Centro SCT Michoacán,16,20,-101,15,44200826,2017,,495347
'14096360038,Acceso Francisco Sarabia.,9,Centro SCT Michoacán,16,20,-103,100,8582235,2017,,0
'14096360039,Construcción De La Carretera De Cerritos De Pescadores.,9,Centro SCT Michoacán,16,20,-103,100,10031788,2017,,0
'14096360040,La Capilla - La Lobera.,9,Centro SCT Michoacán,16,19,-101,40,68980078,2018,,0
'14096360043,Comburindio  Zirandaro y Puente Zirandaro.,9,Centro SCT Michoacán,16,18,-101,12,40413503,2017,,0
'14096370001,Ixtepec - Santo Domingo Ocotitlán.,9,Centro SCT Morelos,17,19,-99,57,29097722,2017,,0
'14096370002,Marcelino Rodríguez - Cayehuacán.,9,Centro SCT Morelos,17,19,-99,78,22955977,2017,,0
'14096370003,"E.C.F. ( (Cuernavaca Acapulco) - Autopista Siglo XXI) - Tr. Colonia la Unión - La Lagunilla , Delegación Mariano",9,Centro SCT Morelos,17,19,-99,55,50251615,2017,,0
'14096380002,Entronque Carretera Federal 200 - Altavista,9,Centro SCT Nayarit,18,21,-105,93,46879665,2017,,5850196
'14096380004,Puente Vehicular: Las Pilas,9,Centro SCT Nayarit,18,22,-104,0,25980111,2017,,0
'14096380005,Puente Vehicular Los Leones.,9,Centro SCT Nayarit,18,22,-104,0,16742738,2017,,0
'14096380007,Puente Vehicular: San Juan Peyotan,9,Centro SCT Nayarit,18,22,-104,0,19629417,2017,,0
'14096380009,E.C. (Fco. I Madero-Santiago de Pochotitan)-Caleras De Cofrados.,9,Centro SCT Nayarit,18,22,-105,89,42099687,2017,,10763910
'14096380010,Modernizacion del Camino Tequilita - Cuastecomate.,9,Centro SCT Nayarit,18,21,-105,100,38593239,2017,,0
'14096380011,Mecatán  Las Palmas.,9,Centro SCT Nayarit,18,22,-105,31,81295945,2017,,0
'14096390001,Apodaca - Cd. Juárez,9,Centro SCT Nuevo León,19,26,-100,20,386674887,2017,,0
'14096390002,PSV Carretera Monterrey-Nuevo Laredo y Monterrey-Monclova.,9,Centro SCT Nuevo León,19,26,-100,92,375612497,2017,,6635937
'14096400002,"Tecomaxtlahuaca - Coicoyan De Las Flores,(Puente) Tram: del Km 0+000 al Km 43+000 Subtramo a modernizar del Km 30+500 al Km 40+300",9,Centro SCT Oaxaca,20,17,-98,100,64965808,2017,,3066377
'14096400003,Oaxaca-Puerto Escondido-Huatulco Tramo La Y-Barranca Larga-Ventanilla Y Puerto Escondido-Huatulco Y Ramal San José Llano Cieneguilla,9,Centro SCT Oaxaca,20,16,-97,54,66817117,2017,,768720
'14096400004,"Modernización y Ampliación del eje interestatal Mitla-Sayula, Tramo  del Km 0+000 al Km 230+00 Mitla-Ayutla- Alotepec- Cotzocon- Candayoc; subtramo del Km  61+300 Al Km 76+300",9,Centro SCT Oaxaca,20,17,-96,30,100456423,2018,,0
'14096400005,La Joya  San Andrés Nuxiño  Santo Domingo Nuxaá  santa Inés Zaragoza,9,Centro SCT Oaxaca,20,17,-97,0,111841487,2017,,0
'14096400006,Vista Hermosa E.C. (Pinoteca Nacional) Tramo km 0+000 al km 4+089 y ramal.,9,Centro SCT Oaxaca,20,17,-98,0,24388783,2017,,0
'14096400007,E.C.F. México No. 125 - Santiago Llano Grande.,9,Centro SCT Oaxaca,20,17,-98,0,139715257,2017,,0
'14096400012,"Modernización y Ampliación del camino E.C. Km. 179+000 (Oaxaca-Santo Domingo Tehuantepec)-Santa María Ecatepec-San Juan Acaltepec, Tramo Del Km. 12+000 Al Km. 44+000.",9,Centro SCT Oaxaca,20,16,-96,11,214307040,2017,,0
'14096400013,E.C.(Tuxtepec-Palomares) - San Juan Mazatlan - Guevea De Humbold 103 Kms; Tramo Del Km 0+000 Al Km 63+000; Subtramo Del Km 0+000 Al Km 1+400.,9,Centro SCT Oaxaca,20,17,-95,23,36926395,2017,,0
'14096410001,San José Buenavista - Zaragoza.,9,Centro SCT Puebla,21,20,-98,87,10809198,2017,,0
'14096410002,Reyes de Vallarta -  Ricardo Flores Magón,9,Centro SCT Puebla,21,20,-98,31,49558501,2017,,0
'14096410010,Modernización De La Carretera Africam-Tecali De Herrera.,9,Centro SCT Puebla,21,19,-98,72,454479320,2017,,6128183
'14096410013,Villa del Río - Cruztitla.,9,Centro SCT Puebla,21,18,-97,0,81704557,2017,,0
'14096410015,Tepeojuma - El Astillero.,9,Centro SCT Puebla,21,19,-98,66,31995761,2017,,0
'14096410016,San Miguel Tzinacapan - E.C. (Cuetzalan del Progreso - Ayotoxco de Guerrero) del Km 0+000 al km.15+670.,9,Centro SCT Puebla,21,20,-98,0,105551840,2017,,0
'14096410017,Modernización y Ampliación del camino rural: San Martín Teteles  La Magdalena Tlatlauquitepec.,9,Centro SCT Puebla,21,19,-98,0,93914685,2017,,0
'14096420002,Modernización y Ampliación del Camino Entronque 185+800 San Juan del Rio - Xilitla - Madroño.,9,Centro SCT Querétaro,22,21,-99,100,43531120,2017,,0
'14096420005,Agua Zarca - La Peña.,9,Centro SCT Querétaro,22,21,-99,14,54130031,2017,,0
'14096420006,Casa Blanca- El Herrero - Presita De San Antonio-Charape De La Joya.,9,Centro SCT Querétaro,22,21,-101,95,97153120,2017,,0
'14096440002,Est Moctezuma-Matanzas,9,Centro SCT San Luis Potosí,24,23,-101,74,24940906,2017,,0
'14096440007,Tanlajas - San Antonio - El Puente,9,Centro SCT San Luis Potosí,24,22,-99,20,87102798,2017,,112727
'14096440008,E.C. 70 - El Naranjo,9,Centro SCT San Luis Potosí,24,22,-100,0,51173912,2017,,0
'14096440009,E.C. (Xolol -  Tamuin) - Ahuacatitla -  los Huastecos,9,Centro SCT San Luis Potosí,24,22,-99,0,52309806,2017,,0
'14096440010,Los Carrizos - Coaxtlan - Axtla,9,Centro SCT San Luis Potosí,24,22,-99,18,110910897,2017,,22363
'14096440011,Tamuín - Estación Tamuín,9,Centro SCT San Luis Potosí,24,22,-99,0,35484340,2017,,0
'14096440012,Tancanhuitz - Huehuetlan,9,Centro SCT San Luis Potosí,24,22,-99,43,43915442,2017,,0
'14096440013,Chilares - La Maroma,9,Centro SCT San Luis Potosí,24,24,-101,39,223340508,2017,,108812
'14096440014,Agua hedionda - Tanlajás.,9,Centro SCT San Luis Potosí,24,22,-99,2,76650464,2017,,14621
'14096440016,"Xolol -Tamuin, en el Municipio de Tamuin, SLP.",9,Centro SCT San Luis Potosí,24,22,-99,0,280337008,2017,,0
'14096450011,Isla de la Piedra-Entronque Aeropuerto.,9,Centro SCT Sinaloa,25,23,-106,92,68059001,2017,,0
'14096450012,"Calle 800. Valle del Carrizo, Tramo Alfonso G. Calderón-E.C. El Carrizo-El Fuerte.",9,Centro SCT Sinaloa,25,26,-109,19,101260075,2017,,0
'14096460006,Agua Prieta  Bavispe.,9,Centro SCT Sonora,26,31,-110,25,480343363,2017,,0
'14096490003,Reconstrucción de la carretera vieja Ixtenco - Huamantla.,9,Centro SCT Tlaxcala,29,19,-98,60,28687931,2017,,0
'14096490008,Pavimentación del Camino Rural San Francisco Tetlanohcan - Carretera Perimetral.,9,Centro SCT Tlaxcala,29,19,-98,25,36718556,2017,,0
'14096500001,El Pedregal - Rincón de Capulapa.,9,Centro SCT Veracruz,30,19,-97,66,72893677,2017,,232436
'14096500002,Cardel-Poza Rica (Primera Etapa) Tramo: Laguna Verde-Gutiérrez Zamora,9,Centro SCT Veracruz,30,20,-97,0,5982411322,2017,,0
'14096500004,Frijolillo-El Telar-Agua Escondida-Cieneguilla-Pilancón,9,Centro SCT Veracruz,30,19,-97,30,67248073,2017,,0
'14096500005,Tlacotiopa - Jacal - Limites Estado de Puebla,9,Centro SCT Veracruz,30,19,-97,55,33485475,2017,,0
'14096500008,Tomatlán - Cruz Verde  - Tecama.,9,Centro SCT Veracruz,30,19,-97,52,44604963,2017,,0
'14096500009,Puente El Boquerón.,9,Centro SCT Veracruz,30,19,-97,0,16073028,2017,,0
'14096500019,Rancho Nuevo - El Conejo.,9,Centro SCT Veracruz,30,20,-97,95,40413504,2017,,0
'14096500023,Nuevo Morelos  Vasconcelos.,9,Centro SCT Veracruz,30,18,-95,51,165118031,2017,,10057541
'14096500024,Pánuco-Minera-Autlán-Ochoa.,9,Centro SCT Veracruz,30,22,-98,33,97546653,2017,,123828
'14096500026,Xico - Tonalaco.,9,Centro SCT Veracruz,30,19,-97,30,140638994,2017,,111664
'14096500027,Crucero Carbonero Jacales (Huayacocotla) - Zacualpan - Texcatepec,9,Centro SCT Veracruz,30,20,-98,17,368340223,2017,,0
'14096500028,Xico - Tlalchy,9,Centro SCT Veracruz,30,19,-97,39,73668044,2017,,0
'14096500029,"Carretera Federal 131 del 0+000 al 3+233, con inicio en el entronque del Libramiento de Martínez de la Torre",9,Centro SCT Veracruz,30,20,-97,46,71451141,2018,,482215
'14096500030,Villa Nueva - Zacate - Colorado Primero.,9,Centro SCT Veracruz,30,19,-96,100,8486939,2017,,0
'14096500031,Campo de Aguila-Michapan Paso Real.,9,Centro SCT Veracruz,30,18,-95,29,22334050,2017,,0
'14096500037,Altotonga-La Ventilla,9,Centro SCT Veracruz,30,20,-97,48,52706138,2018,,0
'14096500040,Juan Rodríguez Clara - Santa Rosa.,9,Centro SCT Veracruz,30,18,-95,81,44339387,2017,,0
'14096500042,Boulevard Boca del Río - Antón Lizardo del Km. 6+800 al Km. 15+000,9,Centro SCT Veracruz,30,19,-96,98,491377734,2017,,51743165
'14096500046,"Construcción de pavimento Asfaltico del Camino E.C. Entabladero - Melchor Ocampo Tr. 0+000 del Municipio de Espinal, Veracruz",9,Centro SCT Veracruz,30,20,-97,24,79441403,2017,,0
'14096500047,Naranjal - Coetzala.,9,Centro SCT Veracruz,30,19,-97,76,22066042,2017,,0
'14096500048,Monterreal-Barrio de Santa Cruz.,9,Centro SCT Veracruz,30,20,-97,39,20904672,2017,,0
'14096500049,Puentecillas - Acocota.,9,Centro SCT Veracruz,30,20,-97,25,21440689,2017,,0
'14096500050,San Andrés-Adolfo Ruiz Cortínez-Perla San Martín-Miguel Hidalgo-Los Órganos E.C. Monte Pío.,9,Centro SCT Veracruz,30,19,-95,0,175798744,2017,,0
'14096510001,Distribuidor Vial Calle 39,9,Centro SCT Yucatán,31,21,-90,100,185888851,2017,,5288803
'14096510002,Distribuidor Vial Tixkokob,9,Centro SCT Yucatán,31,21,-90,100,69677511,2017,,513607
'14096520001,Jesús María - Matias Ramos - La Concepción.,9,Centro SCT Zacatecas,32,22,-102,100,22169694,2017,,0
'14096520003,Chichimequillas - Charco Blanco,9,Centro SCT Zacatecas,32,23,-103,100,52653023,2017,,8842
'14096520005,Lobatos - Adjuntas Del Refugio,9,Centro SCT Zacatecas,32,23,-103,58,117199161,2017,,7933997
'14096520006,Ojocaliente - Palmira - E.C. Guadalupe/Cosio.,9,Centro SCT Zacatecas,32,23,-102,100,96068671,2017,,5783654
'14096520007,Cedros - El Jaguey - E.C. Melchor Ocampo,9,Centro SCT Zacatecas,32,25,-102,61,117684125,2017,,6281789
'14096520008,E.C. Pinos / Ojuelos - El Sitio - Ojo De Agua De La Palma.,9,Centro SCT Zacatecas,32,22,-102,55,55424234,2017,,40000
'14096520013,Apizolaya - E.C.(Nieves  Mazapil).,9,Centro SCT Zacatecas,32,25,-102,100,30983636,2017,,0
'14096520014,Capulin De Los Ruíz - Cienega De Room,9,Centro SCT Zacatecas,32,22,-103,100,30021460,2017,,0
'14096520017,Perales - San Fernando - San Isidro.,9,Centro SCT Zacatecas,32,23,-103,93,76496991,2017,,3058976
'14096520018,Entronque Colinas del Padre I,9,Centro SCT Zacatecas,32,23,-103,0,119911460,2017,,0
'14096520019,Tanque Nuevo - Matehuapil.,9,Centro SCT Zacatecas,32,24,-101,48,96068672,2017,,3383100
'14096520020,El Vinatero - Nuevo Mercurio.,9,Centro SCT Zacatecas,32,24,-102,30,382427218,2017,,5349328
'14096520021,El Salitre - Gpe. Garzaron - Ciénega De Rocamontes - E.C. Zac. /Saltillo,9,Centro SCT Zacatecas,32,25,-101,35,230232272,2017,,8423210
'14096520022,Camino Calera-Nueva Alianza- E.C. Fresnillo/Jerez.,9,Centro SCT Zacatecas,32,23,-103,100,24879553,2017,,607034
'14096520023,Santa Rita - E.C. Rio Frio / Nueva Australia - El Maguey.,9,Centro SCT Zacatecas,32,23,-103,42,125455064,2017,,0
'14096520024,Acceso Norte de Fresnillo.,9,Centro SCT Zacatecas,32,23,-103,100,190677262,2017,,4403442
'1409C000001,Modernización de Sistemas y Equipos para Control de Tránsito Aéreo,9,Servicios a la Navegación en el Espacio Aéreo Mexicano,35,0,0,75,524291842,2017,,124079365
'1409J0U0006,PROGRAMA DE MODERNIZACION DE EDIFICACIONES,9,Caminos y Puentes Federales de Ingresos y Servicios Conexos,35,0,0,100,150747681,2017,,1822453
'1409J2R0001,Ampliación de la dársena de ciaboga y canales de navegación en el Puerto de Ensenada.,9,"Administración Portuaria Integral de Ensenada, S.A. de C.V.",2,32,-117,0,495351383,2017,,0
'1409J2V0001,Ampliación de la banda de atraque de los muelles 2 y 3,9,"Administración Portuaria Integral de Puerto Vallarta, S.A. de C.V.",14,21,-105,0,41848427,2017,,0
'1409J2Y0002,Cercado perimetral de predios propiedad de la API - ALT,9,"Administración Portuaria Integral de Altamira, S.A. de C.V.",28,22,-98,62,148872584,2017,,28612249
'1409J2Y0003,Obras de seguridad portuaria,9,"Administración Portuaria Integral de Altamira, S.A. de C.V.",28,22,-98,100,43017651,2017,,23995857
'1409J2Y0004,Estudios y proyectos de inversión 2015,9,"Administración Portuaria Integral de Altamira, S.A. de C.V.",28,0,0,100,46563112,2017,,7252623
'1409J3A0003,"Construcción, instalación y puesta en operación de Plantas de Tratamiento de Aguas Residuales",9,"Administración Portuaria Integral de Lázaro Cárdenas, S.A. de C.V.",16,18,-102,37,91569610,2017,,1785602
'1409J3B0007,Construcción de las instalaciones del Centro Unificado para la Protección Marítima y Portuaria (CUMAR-Manzanillo),9,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",6,19,-104,99,122837280,2017,,1052753
'1409J3C0003,Dragado de mantenimiento 2014,9,"Administración Portuaria Integral de Puerto Madero, S.A. de C.V.",7,0,0,37,126298244,2017,,0
'1409J3C0004,RESTRUCTURACIÓN Y ADECUACIÓN DEL MUELLE DE USOS MULTIPLES,9,"Administración Portuaria Integral de Puerto Madero, S.A. de C.V.",7,15,-92,50,49836826,2017,,0
'1409J3C0005,Habilitación de áreas de almacenamiento y obras complementarias 3ra etapa de Contenedores,9,"Administración Portuaria Integral de Puerto Madero, S.A. de C.V.",7,15,-92,0,53110372,2017,,0
'1409J3C0006,"Construcción de un Centro de Tráfico Vehicular en el Cruce Fronterizo Suchiate II de Ciudad Hidalgo, Chiapas",9,"Administración Portuaria Integral de Puerto Madero, S.A. de C.V.",7,15,-92,0,242821946,2017,,0
'1409J3D0004,Servicios relacionados con la obra pública 2015-2016,9,"Administración Portuaria Integral de Tampico, S.A. de C.V.",28,0,0,22,8877325,2017,,0
'1409J3E0002,Repavimentación de vialidades del Muelle 4,9,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",30,19,-96,80,52123375,2017,,9999580
'1409J3E0004,Estudios de Preinversión 2015 - 2017,9,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",30,0,0,100,45058947,2017,,17898097
'1409J3F0006,"Desarrollo de infraestructura portuaria en la Laguna de Pajaritos, Etapa 2.",9,"Administración Portuaria Integral de Coatzacoalcos, S.A. de C.V.",30,18,-94,20,1295218163,2017,,72646043
'1409J3F0009,Construcción de Bodega No. 8,9,"Administración Portuaria Integral de Coatzacoalcos, S.A. de C.V.",30,18,-94,51,39084589,2017,,8592568
'1409J3G0006,"Dragado de construcción en el canal de navegación, área de ciaboga y frentes de muelle en el puerto de Salina Cruz",9,"Administración Portuaria Integral de Salina Cruz, S.A. de C.V.",20,16,-95,0,373526874,2017,,0
'1409J3L0003,"Programa de Inversión de Mantenimiento de las Vías Férreas Chiapas y Mayab, 2015-2018.",9,"Ferrocarril del Istmo de Tehuantepec, S.A. de C.V.",35,0,0,66,5412317893,2017,,1033374000
'1409J4V0003,CONSTRUCCIÓN DE CASA DE HUMOS EN EL CENTRO DE EDUCACIÓN NÁUTICA EN CAMPECHE,9,Fideicomiso de Formación y Capacitación para el Personal de la Marina Mercante Nacional,4,19,-92,100,893362,2017,,792735
'1409J9E0002,programa de mantenimiento de oficinas postales para el ejercicio  2014,9,Servicio Postal Mexicano,9,0,0,18,35794817,2017,,1181034
'1409J9E0003,Programa de inversión de adquisición de equipo 2014,9,Servicio Postal Mexicano,9,0,0,28,34755151,2017,,0
'1409J9E0006,Programa de mantenimiento del Palacio Postal 2015,9,Servicio Postal Mexicano,9,0,0,21,33501077,2017,,0
1409JZL0005,Nuevo Aeropuerto Internacional de la Ciudad de México,9,"Grupo Aeroportuario de la Ciudad de México, S.A. de C.V.",15,19,-99,18,1.95E+11,2018,,0
1409JZL0005,Nuevo Aeropuerto Internacional de la Ciudad de México,16,Comisión Nacional del Agua,15,19,-99,18,1.95E+11,2018,,1543036627
'1409JZL0021,Construir un aeropuerto en la región del Istmo (Ixtepec).,9,Aeropuertos y Servicios Auxiliares,20,16,-95,100,410762861,2017,,12126553
'1409JZL0022,Aeropuerto Internacional de Chetumal,9,Aeropuertos y Servicios Auxiliares,23,19,-88,74,333223524,2017,,19824308
'1409KCZ0002,"Sistema para registro y control de asistencia en el Organismo a nivel nacional, credencialización y digitalización de expedientes",9,Telecomunicaciones de México,35,0,0,0,1582425,2017,,0
'1409KCZ0003,Mantenimiento a la Operación de los Sistemas Movisat y Red 23 e-México,9,Telecomunicaciones de México,35,0,0,0,53304668,2017,,0
'1409KCZ0004,Adquisición de 3000 Terminales de Banda L del Sistema MEXSAT,9,Telecomunicaciones de México,35,0,0,0,81377740,2017,,0
'14107110001,Reforzamiento de Torre Ejecutiva,10,Dirección General de Recursos Materiales y Servicios Generales,9,0,0,92,465576770,2017,,105995553
'1410K2N0001,Reposición de Defensas de Muelle de Descarga de Barcazas Isla de Cedros,10,"Exportadora de Sal, S.A. de C.V.",2,0,0,0,29034265,2017,,0
'1410K2N0002,Reparación de Muelle de Carga de Barcazas Puerto El Chaparrito,10,"Exportadora de Sal, S.A. de C.V.",3,0,0,0,50809966,2017,,0
'1410K2N0006,Reposición de Planta Lavadora de Sal Industrial,10,"Exportadora de Sal, S.A. de C.V.",3,0,0,0,391718536,2017,,0
'14117120001,Adquisición de bienes muebles diversos,11,Dirección General de Recursos Materiales y Servicios,9,0,0,78,1081188,2017,,0
'1411B000002,"PROGRAMA DE ACTUALIZACIÓN Y FORTALECIMIENTO AL NIVEL MEDIO SUPERIOR EN LAS AREAS DE FORMACIÓN PROFESIONAL EN: TECNICO EN ECOLOGÍA, TECNICO EN ENFERMERÍA Y TECNICO EN ALIMENTOS.",11,Instituto Politécnico Nacional,35,0,0,0,11274318,2017,,0
'1411B000008,PROGRAMA DE ACTUALIZACION Y FORTALECIMIENTO AL NIVEL MEDIO SUPERIOR EN LAS AREAS DE FORMACIÓN PROFESIONAL EN: TECNICO EN SISTEMAS DE CONTROL ELÉCTRICO Y TECNICO EN AUTOMATIZACION Y CONTROL ELECTRICO INDUSTRIAL.,11,Instituto Politécnico Nacional,35,0,0,0,55173902,2017,,0
'1411B000010,PROGRAMA DE ACTUALIZACIÓN Y FORTALECIMIENTO AL NIVEL MEDIO SUPERIOR EN LAS AREAS DE FORMACIÓN PROFESIONAL EN LABORATORISTA CLÍNICO.,11,Instituto Politécnico Nacional,9,0,0,0,35969990,2017,,0
'1411B000011,PROGRAMA DE ACTUALIZACIÓN Y FORTALECIMIENTO AL NIVEL MEDIO SUPERIOR EN LAS AREAS DE FORMACIÓN PROFESIONAL EN LABORATORISTA QUÍMICO,11,Instituto Politécnico Nacional,9,0,0,0,41639721,2017,,0
'1411B000015,"Programa de equipamiento a Unidades Académicas de Nivel Superior del Área de las Ciencias Médico Biológicas: Escuela Nacional de Ciencias Biológicas (ENCB), Escuela Superior de Enfermera y Obstetricia (ESEO) y Escuela Nacional de Medicina y Homeópata (ENMH).",11,Instituto Politécnico Nacional,9,0,0,0,55421302,2017,,0
'1411B000016,Programa de equipamiento a Unidades Académicas de Nivel Superior del Área de las Ciencias Físico Matemática:  Escuela Superior de Ingeniería Mecánica y Eléctrica (ESIME) Unidad Zacatenco y Escuela Superior de Ingeniería Mecánica y Eléctrica(ESIME) Unidad Azcapotzalco.,11,Instituto Politécnico Nacional,9,0,0,0,34548330,2017,,0
'1411L4J0002,"Programa de Mantenimiento Mayor, Rehabilitación y Adecuación de Espacios de Investigación y Docencia en las Sedes Zacatenco y Sur del Cinvestav.",11,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,9,0,0,100,17320072,2017,,13898580
'1411L4J0004,Construcción de un Anexo a la Planta Piloto de Fermentaciones para Albergar Equipos que se Encuentran Distribuidos en los Pasillos de las Plantas del Departamento de Biotecnología y Bioingeniería en el Cinvestav Zacatenco.,11,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,9,20,-99,0,5773357,2017,,0
'1412NBG0003,Reestructuración y Remodelación del Área de Urgencias. 2018 - 2019,12,Hospital Infantil de México Federico Gómez,9,19,-99,0,16750538,2017,,0
'1412NCD0001,Proyecto de Ampliación para la Construcción y Equipamiento del Laboratorio de Biología Molecular del Departamento de Investigación en Enfermedades Infecciosas 2015-2017,12,Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas,9,19,-99,30,105104696,2017,,0
'1412NCK0004,"Reemplazo y ampliación del auditorio actual con equipamiento de telepresencia, salones para exposiciones y usos múltiples en el INNyNMVS.- 2014-2018",12,Instituto Nacional de Neurología y Neurocirugía Manuel Velasco Suárez,9,19,-99,99,77172283,2017,,1660000
'1412NDY0004,Programa de rescate del edificio de aulas de la sede Tlalpan del INSP 2018-2019,12,Instituto Nacional de Salud Pública,9,0,0,0,2410153,2017,,0
'1412NHK0003,Construcción de Nuevo Almacén 2018,12,Sistema Nacional para el Desarrollo Integral de la Familia,9,0,0,0,1255817,2017,,0
'1412S000001,Adquisición de mobiliario de la Comisión de Control Analítico y Ampliación de Cobertura (CCAYAC) 2014-2017,12,Comisión Federal para la Protección contra Riesgos Sanitarios,9,0,0,71,124576886,2017,,0
'1412U000012,"MORELOS. Construcción del Hospital General de Axochiapan, Morelos. FIDEICOMISO 2016-2017",12,Comisión Nacional de Protección Social en Salud,17,18,-99,75,315758700,2017,,0
'1412U000033,Tamaulipas. Construir un nuevo Hospital General en Ciudad Madero. 2015-2017,12,Comisión Nacional de Protección Social en Salud,28,22,-98,37,825757350,2017,,0
'14131130001,Adquisición de equipos y sistemas para aviones de vigilancia marítima,13,Estado Mayor General de la Armada,9,0,0,96,496017064,2017,,101550966
'14132120001,Adquisicion de Equipo Hidrográfico e Informático para Buques y Brigadas de levantamientos hidrográficos,13,Dirección General de Investigación y Desarrollo,9,0,0,0,27065603,2017,,0
'14132120005,Adquisición de equipo para elevar la eficiencia en el análisis de laboratorio.,13,Dirección General de Investigación y Desarrollo,9,0,0,0,22260613,2017,,0
'14132120009,Desarrollo del Sistema de Mando y Control de la Armada de México,13,Dirección General de Investigación y Desarrollo,34,0,0,0,33952134,2017,,0
'14132120010,Adquisición de bienes para el Programa Nacional de Cartografía Náutica,13,Dirección General de Investigación y Desarrollo,9,0,0,0,6736066,2017,,0
'14132120012,Creación de Centros de Análisis y Pronóstico Meteorológico,13,Dirección General de Investigación y Desarrollo,34,0,0,0,10826006,2017,,0
'14132120015,Actualización de Equipos Informáticos para la Modelación Numérica,13,Dirección General de Investigación y Desarrollo,9,0,0,0,12449907,2017,,0
'14132160004,Construcción de un Centro de Entrenamiento,13,Dirección General de Servicios,30,19,-96,0,34939501,2017,,0
'14132160011,Adquisición de aeronaves para operaciones sustantivas,13,Dirección General de Servicios,9,0,0,98,6129724694,2017,,331199877
'14132160014,Construcción de Obras Complementarias para la seguridad de las Instalaciones de la Secretaría de Marina - Armada de México,13,Dirección General de Servicios,34,0,0,100,54127155,2017,,0
'14132160016,Adquisición de activos para actividades sustantivas,13,Dirección General de Servicios,34,0,0,99,2121826013,2017,,155602339
'14132160017,Adquisición de una aeronave para operaciones de transporte,13,Dirección General de Servicios,9,0,0,100,719553812,2017,,47214120
'14132160026,Construcción de instalaciones complementarias para el Centro de Capacitación y Adiestramiento Especializado de Infantería de Marina,13,Dirección General de Servicios,4,19,-91,0,256719559,2017,,0
'14132160027,Construcción y Equipamiento de Estaciones Navales de Búsqueda y Rescate,13,Dirección General de Servicios,34,0,0,54,1323089345,2017,,61674322
'14132160031,Adquisición de Sistemas de Armas y Armamento para Aeronaves,13,Dirección General de Servicios,9,0,0,41,266023506,2017,,0
'14132160036,Adquisición de activos para actividades de apoyo logístico,13,Dirección General de Servicios,9,0,0,100,849643373,2017,,55969062
'14132160037,Adquisición de activos para operaciones de vigilancia,13,Dirección General de Servicios,9,0,0,99,2502123329,2017,,172589773
'14132160040,Construcción y Equipamiento de la Escuela de Mecánica de Aviación Naval,13,Dirección General de Servicios,30,23,96,0,387991124,2017,,0
'1416B000002,"Construcción del Canal Centenario, Nayarit.",16,Comisión Nacional del Agua,18,22,-105,16,7936762292,2017,,366332830
'1416B000005,"ESTUDIO DE FACTIBILIDAD  DEL PROYECTO COSTA DE CHILA,  MUNICIPIO DE  COMPOSTELA, ESTADO DE NAYARIT.",16,Comisión Nacional del Agua,18,0,0,31,7614597,2017,,0
'1416B000014,Caracterización geotécnica e hidrogeológica de la zona del relleno Sanitario Bordo Poniente,16,Comisión Nacional del Agua,15,0,0,23,23670765,2017,,0
'1416B000018,Estudio para determinar la capacidad productiva de los Distritos de Riego 003 Tula y 100 Alfajayucan por la puesta en marcha de la PTAR Atotonilco,16,Comisión Nacional del Agua,13,0,0,25,31407068,2017,,0
'1416B000022,"Mantenimiento y Obras de  Conservación en  el Rio Hondo de Naucalpan, Estado  de México.",16,Comisión Nacional del Agua,15,0,0,33,150107300,2017,,0
'1416B000023,Estudios Básicos y de Factibilidad del Nuevo Edificio de la Dirección Local Guerrero de  la CONAGUA.,16,Comisión Nacional del Agua,12,0,0,0,2612964,2017,,0
