ID_PPI,ID_PP,DESC_PP
'1208I000007,08K024,Otros proyectos de infraestructura gubernamental
'1208I000008,08K024,Otros proyectos de infraestructura gubernamental
'1408I000002,08K024,Otros proyectos de infraestructura gubernamental
'1408I000003,08K024,Otros proyectos de infraestructura gubernamental
'1408I000004,08K024,Otros proyectos de infraestructura gubernamental
'1408I000005,08K024,Otros proyectos de infraestructura gubernamental
'1408I000006,08K024,Otros proyectos de infraestructura gubernamental
'1408I000007,08K024,Otros proyectos de infraestructura gubernamental
'1508I000001,08K027,Mantenimiento de infraestructura
'1508I000002,08K028,Estudios de Preinversión
'1508I000003,08K028,Estudios de Preinversión
'1608I000001,08K027,Mantenimiento de infraestructura
'1608I000002,08K027,Mantenimiento de infraestructura
'1608I000003,08K027,Mantenimiento de infraestructura
'1608I000004,08K027,Mantenimiento de infraestructura
'1608I000005,08K024,Otros proyectos de infraestructura gubernamental
'1608I000006,08K027,Mantenimiento de infraestructura
'1708IZC0001,08K009,Proyectos de infraestructura social de educación
'1208RJL0001,08E006,Generación de Proyectos de Investigación
'12092100007,09K003,Proyectos de construcción de carreteras
'14092100005,09K003,Proyectos de construcción de carreteras
'16092100002,09K028,Estudios de Preinversión
'16092100002,09K033,"Estudios y Proyectos para la construcción, ampliación, modernización, conservación y operación de infraestructura de comunicaciones y transportes"
'16092100003,09K039,Estudios y proyectos de construcción de caminos rurales y carreteras alimentadoras
'16092100004,09K037,Conservación de infraestructura de caminos rurales y carreteras alimentadoras
'16092100005,09K048,Servicios relacionados para la liberación del derecho de vía
'10092110001,09K032,Reconstrucción y Conservación de Carreteras
'10092110010,09K032,Reconstrucción y Conservación de Carreteras
'11092110001,09K032,Reconstrucción y Conservación de Carreteras
'11092110007,09K032,Reconstrucción y Conservación de Carreteras
'11092110011,09K032,Reconstrucción y Conservación de Carreteras
'16092110001,09K032,Reconstrucción y Conservación de Carreteras
'16092110003,09K032,Reconstrucción y Conservación de Carreteras
'16092110004,09K032,Reconstrucción y Conservación de Carreteras
'16092110005,09K032,Reconstrucción y Conservación de Carreteras
'16092110006,09K032,Reconstrucción y Conservación de Carreteras
'16092110007,09K032,Reconstrucción y Conservación de Carreteras
'16092110008,09K032,Reconstrucción y Conservación de Carreteras
'16092120001,09K028,Estudios de Preinversión
'16092120002,09K028,Estudios de Preinversión
'16092120003,09K028,Estudios de Preinversión
'16092120004,09K028,Estudios de Preinversión
'16092140001,09K033,"Estudios y Proyectos para la construcción, ampliación, modernización, conservación y operación de infraestructura de comunicaciones y transportes"
'16092140002,09K048,Servicios relacionados para la liberación del derecho de vía
'16092140003,09K048,Servicios relacionados para la liberación del derecho de vía
'10093110008,09K040,Proyectos de Infraestructura Ferroviaria
'11093110016,09K040,Proyectos de Infraestructura Ferroviaria
'13093110003,09K041,Sistema de Transporte Colectivo
'13093110005,09K040,Proyectos de Infraestructura Ferroviaria
'13093110008,09K040,Proyectos de Infraestructura Ferroviaria
'14093110001,09NRPP,No requiere programa presupuestario
'14093110005,09K040,Proyectos de Infraestructura Ferroviaria
'14093110006,09K028,Estudios de Preinversión
'14093110007,09K028,Estudios de Preinversión
'14093110008,09K028,Estudios de Preinversión
'14093110010,09K040,Proyectos de Infraestructura Ferroviaria
'14093110012,09K028,Estudios de Preinversión
'14093110013,09K028,Estudios de Preinversión
'14093110014,09K040,Proyectos de Infraestructura Ferroviaria
'14093110015,09K040,Proyectos de Infraestructura Ferroviaria
'14093110018,09K040,Proyectos de Infraestructura Ferroviaria
'15093110001,09K040,Proyectos de Infraestructura Ferroviaria
'15093110004,09K041,Sistema de Transporte Colectivo
'15093110005,09NRPP,No requiere programa presupuestario
'16093110001,09NRPP,No requiere programa presupuestario
'09094000001,09K045,Sistema Satelital
'16094140001,09P001,"Definición, conducción y supervisión de la política de comunicaciones y transportes"
'16094140002,09P001,"Definición, conducción y supervisión de la política de comunicaciones y transportes"
'16094140003,09P001,"Definición, conducción y supervisión de la política de comunicaciones y transportes"
'11095100001,09K004,Proyectos de construcción de puertos
'12095100001,09K004,Proyectos de construcción de puertos
'12095100003,09K004,Proyectos de construcción de puertos
'14095100003,09K004,Proyectos de construcción de puertos
'14095100004,09K004,Proyectos de construcción de puertos
'14095100006,09K004,Proyectos de construcción de puertos
'14095100007,09K004,Proyectos de construcción de puertos
'14095100008,09K004,Proyectos de construcción de puertos
'14095100013,09K004,Proyectos de construcción de puertos
'15095100002,09K028,Estudios de Preinversión
'15095100003,09K036,Conservación de infraestructura marítimo portuaria
'16095100001,09K004,Proyectos de construcción de puertos
'16095100002,09K036,Conservación de infraestructura marítimo portuaria
'16095100003,09K036,Conservación de infraestructura marítimo portuaria
'16095100004,09K036,Conservación de infraestructura marítimo portuaria
'17095100001,09K036,Conservación de infraestructura marítimo portuaria
'14095110005,09G002,"Supervisión, inspección y verificación del transporte terrestre, marítimo y aéreo"
'14095110008,09G002,"Supervisión, inspección y verificación del transporte terrestre, marítimo y aéreo"
'14095110010,09G002,"Supervisión, inspección y verificación del transporte terrestre, marítimo y aéreo"
'14095110013,09K004,Proyectos de construcción de puertos
'14095110014,09K025,Proyectos de inmuebles (oficinas administrativas)
'14095110016,09E025,Señalamiento Marítimo
'14095110017,09E025,Señalamiento Marítimo
'15095110001,09G002,"Supervisión, inspección y verificación del transporte terrestre, marítimo y aéreo"
'11096210005,09K003,Proyectos de construcción de carreteras
'11096210013,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096210015,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096210005,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096210002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096210013,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096210001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096210002,09K003,Proyectos de construcción de carreteras
'15096210003,09K003,Proyectos de construcción de carreteras
'16096210001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'06096220004,09K003,Proyectos de construcción de carreteras
'06096220004,09K048,Servicios relacionados para la liberación del derecho de vía
'07096220005,09K003,Proyectos de construcción de carreteras
'08096220002,09K003,Proyectos de construcción de carreteras
'08096220002,09K048,Servicios relacionados para la liberación del derecho de vía
'09096220001,09K003,Proyectos de construcción de carreteras
'11096220003,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096220004,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096220002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096220007,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096220013,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096220024,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'07096230004,09K003,Proyectos de construcción de carreteras
'09096230003,09K003,Proyectos de construcción de carreteras
'11096230002,09K003,Proyectos de construcción de carreteras
'12096230004,09K003,Proyectos de construcción de carreteras
'12096230004,09K048,Servicios relacionados para la liberación del derecho de vía
'12096230005,09K003,Proyectos de construcción de carreteras
'12096230005,09K048,Servicios relacionados para la liberación del derecho de vía
'12096230006,09K003,Proyectos de construcción de carreteras
'13096230002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096240002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096240003,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096240002,09K003,Proyectos de construcción de carreteras
'11096240003,09K003,Proyectos de construcción de carreteras
'11096240005,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096240002,09K003,Proyectos de construcción de carreteras
'15096240001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'16096240001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096250008,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096250001,09K003,Proyectos de construcción de carreteras
'13096250003,09K003,Proyectos de construcción de carreteras
'13096250007,09K003,Proyectos de construcción de carreteras
'13096250007,09K048,Servicios relacionados para la liberación del derecho de vía
'14096250003,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096250004,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096250001,09K003,Proyectos de construcción de carreteras
'07096260008,09K003,Proyectos de construcción de carreteras
'07096260008,09K048,Servicios relacionados para la liberación del derecho de vía
'08096260004,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096260002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096260006,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096260007,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'16096260001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'05096270009,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'06096270013,09K003,Proyectos de construcción de carreteras
'06096270014,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'07096270002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'07096270003,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'07096270012,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'07096270023,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'08096270011,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'08096270015,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'09096270014,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'09096270016,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096270009,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096270022,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096270023,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096270010,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096270015,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096270019,09K003,Proyectos de construcción de carreteras
'11096270021,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096270031,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096270032,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
